ENSG00000141510	ENSG00000141510 -> P04637-1;P04637-2;P04637-3;P04637-4;P04637-5;P04637-6;P04637-7;P04637-8;P04637-9	P04637	P53_HUMAN
ENSG00000141510		S4R334	S4R334_HUMAN
ENSG00000167085		C9JW96	C9JW96_HUMAN
ENSG00000167085		C9JZ20	C9JZ20_HUMAN
ENSG00000167085		D6RBK0	D6RBK0_HUMAN
ENSG00000167085		E7ESE2	E7ESE2_HUMAN
ENSG00000167085		E9PCW0	E9PCW0_HUMAN
ENSG00000167085	ENSG00000167085 -> P35232-1;P35232-2	P35232	PHB_HUMAN
ENSG00000170836		K7EJH1	K7EJH1_HUMAN
ENSG00000170836	ENSG00000170836 -> O15297-1;O15297-2	O15297	PPM1D_HUMAN
ENSG00000136492		J3KS24	J3KS24_HUMAN
ENSG00000136492		J3QKX0	J3QKX0_HUMAN
ENSG00000136492		J3QQP5	J3QQP5_HUMAN
ENSG00000136492		J3QSE8	J3QSE8_HUMAN
ENSG00000136492		Q9BX63	FANCJ_HUMAN
